year,month,day,carrier,dest,departure_delay,arrival_delay,delay_change_minutes
2013,7,25,DL,SEA,9.0,47.0,38.0
2013,6,26,B6,ROC,-1.0,47.0,48.0
2013,7,26,DL,MIA,67.0,47.0,-20.0
2013,8,13,MQ,CVG,34.0,47.0,13.0
2013,6,24,AA,AUS,0.0,47.0,47.0
2013,7,11,B6,SJU,53.0,47.0,-6.0
2013,7,4,DL,MCO,63.0,47.0,-16.0
2013,6,17,DL,SLC,48.0,47.0,-1.0
2013,7,25,B6,FLL,16.0,47.0,31.0
2013,8,3,9E,PIT,39.0,47.0,8.0
2013,7,15,B6,ACK,50.0,47.0,-3.0
2013,8,22,9E,MSP,62.0,46.0,-16.0
2013,7,3,B6,MCO,50.0,46.0,-4.0
2013,8,7,US,PHX,18.0,46.0,28.0
2013,8,14,B6,MCO,-1.0,46.0,47.0
2013,6,9,B6,PBI,35.0,46.0,11.0
2013,7,2,AA,SJU,65.0,46.0,-19.0
2013,7,20,B6,PDX,14.0,46.0,32.0
2013,7,7,DL,ATL,1.0,46.0,45.0
2013,7,3,B6,TPA,40.0,46.0,6.0
2013,8,31,B6,FLL,36.0,46.0,10.0
2013,7,28,B6,BOS,25.0,46.0,21.0
2013,7,20,B6,DEN,5.0,46.0,41.0
2013,6,13,B6,PWM,54.0,46.0,-8.0
2013,6,13,MQ,CVG,18.0,46.0,28.0
2013,8,2,DL,ATL,73.0,46.0,-27.0
2013,7,13,B6,ROC,51.0,46.0,-5.0
2013,7,21,MQ,DCA,24.0,46.0,22.0
2013,7,21,AA,SAN,28.0,46.0,18.0
2013,7,27,VX,SFO,-1.0,46.0,47.0
2013,6,26,DL,MIA,21.0,46.0,25.0
2013,6,18,AA,LAX,43.0,46.0,3.0
2013,8,14,AA,LAX,2.0,46.0,44.0
2013,7,5,MQ,CLE,42.0,46.0,4.0
2013,7,5,AA,SJU,43.0,46.0,3.0
2013,6,20,AA,LAX,62.0,46.0,-16.0
2013,7,28,B6,SRQ,43.0,46.0,3.0
2013,7,27,DL,MIA,49.0,46.0,-3.0
2013,6,12,UA,LAX,31.0,46.0,15.0
2013,6,3,B6,RSW,-7.0,46.0,53.0
2013,8,22,9E,CVG,78.0,46.0,-32.0
2013,6,22,9E,PIT,71.0,46.0,-25.0
2013,6,28,B6,FLL,54.0,46.0,-8.0
2013,7,25,UA,SFO,27.0,46.0,19.0
2013,6,14,UA,LAX,11.0,46.0,35.0
2013,6,14,B6,RSW,6.0,46.0,40.0
2013,7,25,MQ,CMH,60.0,46.0,-14.0
2013,8,29,DL,LAX,50.0,46.0,-4.0
2013,6,26,DL,FLL,9.0,46.0,37.0
2013,8,8,DL,AUS,-1.0,46.0,47.0
2013,7,26,UA,LAX,38.0,46.0,8.0
2013,7,1,DL,ATL,28.0,46.0,18.0
2013,6,21,B6,SJU,65.0,46.0,-19.0
2013,7,25,B6,BTV,40.0,46.0,6.0
2013,6,18,B6,MCO,51.0,46.0,-5.0
2013,7,30,B6,ROC,38.0,46.0,8.0
2013,7,30,B6,TPA,57.0,46.0,-11.0
2013,6,24,B6,LAX,64.0,46.0,-18.0
2013,7,21,9E,PIT,21.0,46.0,25.0
2013,6,26,B6,MCO,50.0,46.0,-4.0
2013,8,14,B6,SJU,-1.0,46.0,47.0
2013,7,19,9E,BUF,52.0,46.0,-6.0
2013,8,10,DL,SAN,-2.0,46.0,48.0
2013,7,12,9E,DTW,29.0,46.0,17.0
2013,6,7,DL,ATL,15.0,46.0,31.0
2013,8,9,B6,PBI,47.0,46.0,-1.0
2013,7,21,B6,MCO,40.0,46.0,6.0
2013,6,24,DL,LAS,22.0,46.0,24.0
2013,8,13,B6,HOU,20.0,46.0,26.0
2013,7,19,9E,CLT,18.0,46.0,28.0
2013,8,9,B6,LAX,-1.0,46.0,47.0
2013,7,12,9E,PIT,13.0,46.0,33.0
2013,7,24,B6,TPA,64.0,46.0,-18.0
2013,6,17,DL,LAX,3.0,46.0,43.0
2013,8,1,B6,ABQ,54.0,46.0,-8.0
2013,6,17,9E,PHL,-1.0,46.0,47.0
2013,8,21,DL,SEA,9.0,46.0,37.0
2013,7,24,MQ,CVG,23.0,46.0,23.0
2013,8,4,B6,AUS,57.0,46.0,-11.0
2013,8,22,DL,LAX,-5.0,46.0,51.0
2013,6,30,B6,SLC,50.0,46.0,-4.0
2013,7,12,B6,BOS,20.0,46.0,26.0
2013,6,14,B6,SYR,44.0,46.0,2.0
2013,6,17,9E,PHL,84.0,46.0,-38.0
2013,6,30,VX,LAX,-7.0,46.0,53.0
2013,7,9,DL,LAS,6.0,46.0,40.0
2013,6,23,B6,LAS,17.0,46.0,29.0
2013,6,17,MQ,DCA,18.0,46.0,28.0
2013,7,11,DL,LAS,30.0,46.0,16.0
2013,7,16,B6,PWM,57.0,46.0,-11.0
2013,7,11,B6,HOU,18.0,46.0,28.0
2013,6,15,9E,CVG,41.0,46.0,5.0
2013,8,1,DL,LAX,63.0,46.0,-17.0
2013,7,3,9E,PHL,33.0,46.0,13.0
2013,6,29,B6,ABQ,25.0,46.0,21.0
2013,7,23,DL,ATL,77.0,46.0,-31.0
2013,8,9,B6,AUS,60.0,46.0,-14.0
2013,6,10,B6,CLT,30.0,46.0,16.0
2013,8,19,B6,SJU,39.0,46.0,7.0
2013,7,16,B6,FLL,31.0,46.0,15.0
2013,8,9,B6,BTV,56.0,46.0,-10.0
2013,7,11,B6,TPA,43.0,46.0,3.0
2013,7,2,B6,MCO,22.0,46.0,24.0
2013,8,15,B6,PBI,9.0,46.0,37.0
2013,8,14,B6,SJU,43.0,46.0,3.0
2013,7,13,B6,BUF,60.0,45.0,-15.0
2013,7,8,B6,PHX,76.0,45.0,-31.0
2013,8,11,DL,SJU,25.0,45.0,20.0
2013,8,2,DL,SLC,20.0,45.0,25.0
2013,7,23,B6,SYR,-6.0,45.0,51.0
2013,7,14,B6,SJU,55.0,45.0,-10.0
2013,7,14,B6,TPA,61.0,45.0,-16.0
2013,6,7,AA,LAX,85.0,45.0,-40.0
2013,8,14,DL,SJU,-4.0,45.0,49.0
2013,6,26,9E,RDU,34.0,45.0,11.0
2013,8,22,9E,PIT,56.0,45.0,-11.0
2013,8,30,MQ,BWI,-5.0,45.0,50.0
2013,6,13,VX,LAX,6.0,45.0,39.0
2013,6,19,9E,PHL,42.0,45.0,3.0
2013,6,10,MQ,DCA,19.0,45.0,26.0
2013,7,18,B6,BTV,22.0,45.0,23.0
2013,8,6,MQ,CMH,56.0,45.0,-11.0
2013,8,6,B6,PWM,20.0,45.0,25.0
2013,8,2,B6,MCO,56.0,45.0,-11.0
2013,8,6,B6,TPA,46.0,45.0,-1.0
2013,7,11,B6,ROC,54.0,45.0,-9.0
2013,8,6,DL,SAN,59.0,45.0,-14.0
2013,8,12,DL,ATL,-2.0,45.0,47.0
2013,8,1,B6,BOS,55.0,45.0,-10.0
2013,7,11,MQ,CMH,60.0,45.0,-15.0
2013,8,12,VX,LAX,8.0,45.0,37.0
2013,7,24,DL,PDX,69.0,45.0,-24.0
2013,6,27,B6,BUF,48.0,45.0,-3.0
2013,7,24,9E,PHL,85.0,45.0,-40.0
2013,7,1,AA,LAX,53.0,45.0,-8.0
2013,6,26,B6,FLL,17.0,45.0,28.0
2013,7,20,B6,BQN,35.0,45.0,10.0
2013,8,9,B6,LAX,-2.0,45.0,47.0
2013,8,9,US,PHX,2.0,45.0,43.0
2013,7,24,B6,HOU,2.0,45.0,43.0
2013,8,12,DL,ATL,9.0,45.0,36.0
2013,6,10,B6,TPA,27.0,45.0,18.0
2013,6,30,DL,ATL,21.0,45.0,24.0
2013,7,18,AA,SEA,4.0,45.0,41.0
2013,6,29,B6,PSE,48.0,45.0,-3.0
2013,7,1,B6,MCO,1.0,45.0,44.0
2013,7,31,DL,SEA,8.0,45.0,37.0
2013,6,23,DL,LAX,2.0,45.0,43.0
2013,7,8,MQ,RDU,59.0,45.0,-14.0
2013,6,6,EV,IAD,31.0,45.0,14.0
2013,6,14,B6,BUF,52.0,45.0,-7.0
2013,8,8,B6,MCO,31.0,45.0,14.0
2013,7,12,DL,SJU,87.0,45.0,-42.0
2013,7,21,B6,SJC,-4.0,45.0,49.0
2013,8,6,DL,ATL,0.0,45.0,45.0
2013,6,17,B6,BTV,32.0,45.0,13.0
2013,7,12,B6,PWM,28.0,45.0,17.0
2013,6,26,DL,SLC,29.0,45.0,16.0
2013,8,29,B6,MCO,68.0,45.0,-23.0
2013,6,3,B6,FLL,7.0,45.0,38.0
2013,8,7,9E,CHS,22.0,45.0,23.0
2013,6,13,B6,SEA,26.0,45.0,19.0
2013,8,22,B6,PHX,61.0,45.0,-16.0
2013,8,3,9E,IND,48.0,45.0,-3.0
2013,8,9,B6,SMF,49.0,45.0,-4.0
2013,6,25,DL,MCO,57.0,45.0,-12.0
2013,6,18,9E,RDU,68.0,45.0,-23.0
2013,8,5,AA,LAX,13.0,45.0,32.0
2013,7,9,B6,MCO,20.0,45.0,25.0
2013,7,3,B6,SMF,26.0,45.0,19.0
2013,8,22,B6,HOU,-2.0,45.0,47.0
2013,7,1,B6,FLL,14.0,45.0,31.0
2013,8,29,UA,SFO,66.0,45.0,-21.0
2013,7,23,AA,LAS,2.0,45.0,43.0
2013,6,10,B6,DEN,-9.0,45.0,54.0
2013,6,3,9E,IAD,4.0,45.0,41.0
2013,8,8,9E,RDU,49.0,45.0,-4.0
2013,6,7,9E,PIT,-3.0,45.0,48.0
2013,7,9,DL,SEA,5.0,45.0,40.0
2013,8,22,B6,RDU,-3.0,45.0,48.0
2013,6,27,B6,FLL,37.0,45.0,8.0
2013,7,15,B6,MSY,6.0,45.0,39.0
2013,7,25,AA,MCO,-1.0,45.0,46.0
2013,7,25,B6,LGB,53.0,45.0,-8.0
2013,6,24,DL,ATL,11.0,45.0,34.0
2013,6,30,DL,BOS,63.0,45.0,-18.0
2013,7,1,B6,TPA,21.0,45.0,24.0
2013,7,9,B6,DEN,75.0,45.0,-30.0
2013,6,13,B6,MCO,19.0,45.0,26.0
2013,7,12,B6,ROC,24.0,45.0,21.0
2013,6,28,B6,SJU,47.0,45.0,-2.0
2013,6,29,B6,ROC,52.0,45.0,-7.0
2013,7,23,B6,AUS,53.0,45.0,-8.0
2013,7,2,DL,SJU,29.0,45.0,16.0
2013,7,7,DL,LAX,30.0,45.0,15.0
2013,7,29,B6,SFO,32.0,45.0,13.0
2013,6,25,B6,BOS,51.0,45.0,-6.0
2013,8,13,B6,SAN,39.0,45.0,6.0
2013,6,3,9E,ORD,37.0,45.0,8.0
2013,6,16,AA,SJU,59.0,45.0,-14.0
2013,6,22,B6,JAX,48.0,45.0,-3.0
2013,7,9,9E,ORD,21.0,45.0,24.0
2013,7,1,DL,SLC,-4.0,45.0,49.0
2013,6,25,DL,PHX,46.0,45.0,-1.0
2013,8,22,9E,JAX,88.0,45.0,-43.0
2013,7,2,9E,BWI,4.0,44.0,40.0
2013,6,25,AA,BOS,35.0,44.0,9.0
2013,7,1,VX,SFO,47.0,44.0,-3.0
2013,6,10,MQ,CLE,31.0,44.0,13.0
2013,6,30,B6,SJU,48.0,44.0,-4.0
2013,8,23,MQ,PIT,44.0,44.0,0.0
2013,8,1,B6,BQN,47.0,44.0,-3.0
2013,6,13,B6,SMF,-4.0,44.0,48.0
2013,7,29,B6,PDX,63.0,44.0,-19.0
2013,8,31,B6,CLT,43.0,44.0,1.0
2013,7,25,B6,PWM,25.0,44.0,19.0
2013,8,13,DL,LAX,15.0,44.0,29.0
2013,8,11,DL,LAX,-2.0,44.0,46.0
2013,8,9,US,PHX,47.0,44.0,-3.0
2013,7,28,US,CLT,36.0,44.0,8.0
2013,6,10,B6,MCO,32.0,44.0,12.0
2013,7,22,9E,CLT,-9.0,44.0,53.0
2013,6,14,9E,CLE,-2.0,44.0,46.0
2013,7,21,B6,FLL,40.0,44.0,4.0
2013,6,22,9E,BUF,64.0,44.0,-20.0
2013,6,18,9E,DTW,56.0,44.0,-12.0
2013,7,19,B6,HOU,16.0,44.0,28.0
2013,8,22,B6,BOS,-2.0,44.0,46.0
2013,6,14,DL,SFO,-1.0,44.0,45.0
2013,8,11,AA,BOS,24.0,44.0,20.0
2013,8,1,AA,MCO,11.0,44.0,33.0
2013,7,18,UA,LAX,37.0,44.0,7.0
2013,7,1,B6,ROC,56.0,44.0,-12.0
2013,6,27,9E,DCA,1.0,44.0,43.0
2013,7,1,B6,IAD,-1.0,44.0,45.0
2013,7,17,VX,LAX,33.0,44.0,11.0
2013,7,8,9E,MKE,45.0,44.0,-1.0
2013,7,25,AA,SAN,45.0,44.0,-1.0
2013,7,3,B6,SJC,8.0,44.0,36.0
2013,7,13,B6,MSY,39.0,44.0,5.0
2013,7,1,UA,SFO,44.0,44.0,0.0
2013,6,30,B6,RSW,-1.0,44.0,45.0
2013,8,9,B6,SJU,37.0,44.0,7.0
2013,8,22,9E,IAD,81.0,44.0,-37.0
2013,8,28,B6,MCO,38.0,44.0,6.0
2013,8,2,AA,SFO,-2.0,44.0,46.0
2013,7,26,B6,LAS,41.0,44.0,3.0
2013,7,9,DL,PHX,2.0,44.0,42.0
2013,8,22,9E,MSY,-6.0,44.0,50.0
2013,7,9,B6,PWM,53.0,44.0,-9.0
2013,8,22,9E,ORD,58.0,44.0,-14.0
2013,6,13,B6,ORD,23.0,44.0,21.0
2013,6,27,MQ,DCA,12.0,44.0,32.0
2013,8,28,DL,TPA,74.0,44.0,-30.0
2013,6,16,B6,LAS,33.0,44.0,11.0
2013,8,23,B6,SJU,36.0,44.0,8.0
2013,7,11,9E,MSP,71.0,44.0,-27.0
2013,8,11,B6,SJC,28.0,44.0,16.0
2013,6,25,9E,MKE,24.0,44.0,20.0
2013,8,4,B6,SMF,60.0,44.0,-16.0
2013,7,2,B6,FLL,11.0,44.0,33.0
2013,6,30,B6,AUS,52.0,44.0,-8.0
2013,8,15,B6,SFO,77.0,44.0,-33.0
2013,7,3,MQ,DCA,29.0,44.0,15.0
2013,6,2,B6,SJU,36.0,44.0,8.0
2013,8,14,MQ,RDU,0.0,44.0,44.0
2013,8,13,B6,RDU,3.0,44.0,41.0
2013,6,24,B6,LAS,31.0,44.0,13.0
2013,7,11,B6,LAS,47.0,44.0,-3.0
2013,6,9,B6,SEA,-5.0,44.0,49.0
2013,7,11,B6,LAS,30.0,44.0,14.0
2013,7,7,B6,LAS,1.0,44.0,43.0
2013,7,16,AA,ORD,35.0,44.0,9.0
2013,6,28,9E,CLT,24.0,44.0,20.0
2013,6,26,B6,FLL,17.0,44.0,27.0
2013,6,10,B6,ROC,55.0,44.0,-11.0
2013,6,25,UA,SFO,22.0,43.0,21.0
2013,8,14,B6,FLL,0.0,43.0,43.0
2013,6,18,B6,PBI,42.0,43.0,1.0
2013,8,1,B6,SJC,32.0,43.0,11.0
2013,7,25,B6,LGB,47.0,43.0,-4.0
2013,7,10,B6,SJU,36.0,43.0,7.0
2013,6,24,B6,MCO,9.0,43.0,34.0
2013,7,19,UA,LAX,11.0,43.0,32.0
2013,7,15,B6,SJU,43.0,43.0,0.0
2013,6,2,B6,LAS,49.0,43.0,-6.0
2013,6,30,DL,FLL,32.0,43.0,11.0
2013,7,28,UA,SFO,22.0,43.0,21.0
2013,7,28,B6,LGB,39.0,43.0,4.0
2013,6,26,B6,FLL,43.0,43.0,0.0
2013,7,25,AA,MIA,27.0,43.0,16.0
2013,7,7,B6,BOS,19.0,43.0,24.0
2013,6,11,B6,PBI,55.0,43.0,-12.0
2013,8,30,B6,ORD,19.0,43.0,24.0
2013,6,22,B6,LAS,56.0,43.0,-13.0
2013,7,16,B6,JAX,56.0,43.0,-13.0
2013,6,13,DL,LAS,0.0,43.0,43.0
2013,8,7,DL,SLC,16.0,43.0,27.0
2013,7,26,AA,LAS,36.0,43.0,7.0
2013,8,13,MQ,BNA,21.0,43.0,22.0
2013,7,4,B6,TPA,50.0,43.0,-7.0
2013,7,9,DL,MCO,19.0,43.0,24.0
2013,6,24,B6,BUF,55.0,43.0,-12.0
2013,8,22,9E,CVG,83.0,43.0,-40.0
2013,8,25,DL,FLL,91.0,43.0,-48.0
2013,7,22,9E,DFW,12.0,43.0,31.0
2013,8,22,DL,FLL,14.0,43.0,29.0
2013,8,7,DL,TPA,-6.0,43.0,49.0
2013,8,1,MQ,DCA,11.0,43.0,32.0
2013,6,20,B6,BOS,51.0,43.0,-8.0
2013,7,27,B6,BUF,40.0,43.0,3.0
2013,6,6,UA,LAX,15.0,43.0,28.0
2013,8,4,B6,PBI,46.0,43.0,-3.0
2013,6,3,AA,MIA,10.0,43.0,33.0
2013,8,22,DL,BOS,0.0,43.0,43.0
2013,8,7,DL,LAX,20.0,43.0,23.0
2013,6,27,AA,TPA,-3.0,43.0,46.0
2013,7,18,AA,ORD,64.0,43.0,-21.0
2013,8,16,MQ,RDU,30.0,43.0,13.0
2013,7,18,9E,BOS,41.0,43.0,2.0
2013,8,15,B6,OAK,64.0,43.0,-21.0
2013,6,26,DL,LAS,66.0,43.0,-23.0
2013,8,1,B6,SLC,11.0,43.0,32.0
2013,8,1,B6,ROC,50.0,43.0,-7.0
2013,6,17,B6,BTV,-1.0,43.0,44.0
2013,6,29,B6,ACK,34.0,43.0,9.0
2013,6,30,B6,SJU,54.0,43.0,-11.0
2013,7,2,B6,BOS,48.0,43.0,-5.0
2013,7,17,B6,MCO,61.0,43.0,-18.0
2013,8,14,B6,SJU,6.0,43.0,37.0
2013,6,11,DL,BOS,18.0,43.0,25.0
2013,8,8,DL,LAS,-2.0,43.0,45.0
2013,8,13,B6,MCO,16.0,43.0,27.0
2013,8,11,DL,PDX,34.0,43.0,9.0
2013,6,30,DL,LAX,28.0,43.0,15.0
2013,6,11,9E,CVG,44.0,43.0,-1.0
2013,6,23,9E,IAD,-8.0,43.0,51.0
2013,6,13,9E,DCA,34.0,43.0,9.0
2013,6,3,MQ,CMH,63.0,43.0,-20.0
2013,6,3,9E,CLT,79.0,43.0,-36.0
2013,6,23,B6,SYR,38.0,43.0,5.0
2013,6,8,B6,BOS,54.0,43.0,-11.0
2013,8,7,UA,LAX,20.0,43.0,23.0
2013,8,9,DL,PDX,38.0,43.0,5.0
2013,6,28,MQ,CVG,2.0,43.0,41.0
2013,8,25,AA,BOS,52.0,43.0,-9.0
2013,8,14,B6,LAS,-6.0,43.0,49.0
2013,8,1,9E,CHS,46.0,43.0,-3.0
2013,8,1,B6,OAK,30.0,43.0,13.0
2013,8,12,B6,LAX,11.0,43.0,32.0
2013,7,24,B6,BOS,58.0,43.0,-15.0
2013,7,8,UA,LAX,87.0,43.0,-44.0
2013,8,4,B6,SJU,39.0,43.0,4.0
2013,8,9,DL,MCO,36.0,43.0,7.0
2013,8,26,B6,BQN,50.0,43.0,-7.0
2013,8,19,DL,ATL,30.0,43.0,13.0
2013,6,7,AA,LAS,60.0,43.0,-17.0
2013,6,25,UA,SFO,-4.0,43.0,47.0
2013,7,3,DL,MIA,41.0,43.0,2.0
2013,6,2,B6,JAX,58.0,43.0,-15.0
2013,7,27,B6,ACK,42.0,43.0,1.0
2013,6,12,B6,BUF,42.0,43.0,1.0
2013,7,14,9E,CMH,54.0,43.0,-11.0
2013,7,3,B6,RDU,36.0,43.0,7.0
2013,8,14,B6,BOS,39.0,43.0,4.0
2013,6,2,DL,MIA,56.0,43.0,-13.0
2013,6,25,AA,STT,19.0,43.0,24.0
2013,8,9,MQ,RDU,21.0,43.0,22.0
2013,6,19,MQ,DCA,16.0,43.0,27.0
2013,7,2,DL,PDX,37.0,43.0,6.0
2013,8,11,B6,BTV,45.0,43.0,-2.0
2013,7,2,AA,LAX,55.0,43.0,-12.0
2013,8,29,B6,AUS,65.0,43.0,-22.0
2013,8,14,EV,IAD,11.0,43.0,32.0
2013,6,8,B6,TPA,42.0,43.0,1.0
2013,6,29,B6,MCO,29.0,43.0,14.0
2013,8,11,DL,SLC,19.0,43.0,24.0
2013,6,28,AA,LAX,69.0,43.0,-26.0
2013,6,3,9E,CVG,40.0,42.0,2.0
2013,7,2,AA,LAX,20.0,42.0,22.0
2013,6,11,B6,TPA,73.0,42.0,-31.0
2013,7,28,DL,FLL,22.0,42.0,20.0
2013,7,12,9E,CVG,14.0,42.0,28.0
2013,8,17,DL,BOS,54.0,42.0,-12.0
2013,6,18,9E,ORF,60.0,42.0,-18.0
2013,6,13,DL,LAS,-4.0,42.0,46.0
2013,7,2,UA,LAX,40.0,42.0,2.0
2013,6,3,B6,CLT,-5.0,42.0,47.0
2013,8,13,B6,LAX,-1.0,42.0,43.0
2013,6,7,B6,SLC,29.0,42.0,13.0
2013,8,13,B6,TPA,47.0,42.0,-5.0
2013,8,10,9E,PHL,-3.0,42.0,45.0
2013,6,27,B6,SEA,3.0,42.0,39.0
2013,7,5,9E,DFW,69.0,42.0,-27.0
2013,6,4,MQ,PIT,42.0,42.0,0.0
2013,8,4,MQ,PIT,31.0,42.0,11.0
2013,7,9,DL,SEA,-6.0,42.0,48.0
2013,8,15,B6,PBI,68.0,42.0,-26.0
2013,8,13,B6,BTV,28.0,42.0,14.0
2013,8,4,AA,SAN,-5.0,42.0,47.0
2013,8,9,B6,TPA,42.0,42.0,0.0
2013,8,29,B6,TPA,54.0,42.0,-12.0
2013,8,9,AA,BOS,0.0,42.0,42.0
2013,6,26,B6,LAS,40.0,42.0,2.0
2013,7,31,UA,SFO,20.0,42.0,22.0
2013,7,30,B6,PWM,44.0,42.0,-2.0
2013,8,22,B6,IAD,59.0,42.0,-17.0
2013,8,22,AA,SAN,67.0,42.0,-25.0
2013,6,28,B6,SAN,31.0,42.0,11.0
2013,7,8,VX,LAS,54.0,42.0,-12.0
2013,7,25,AA,SFO,3.0,42.0,39.0
2013,8,10,B6,LGB,32.0,42.0,10.0
2013,8,3,B6,PHX,36.0,42.0,6.0
2013,7,18,9E,BNA,56.0,42.0,-14.0
2013,8,12,AA,SFO,6.0,42.0,36.0
2013,7,8,B6,SEA,46.0,42.0,-4.0
2013,7,31,9E,BOS,68.0,42.0,-26.0
2013,7,31,B6,BOS,64.0,42.0,-22.0
2013,7,25,9E,BWI,46.0,42.0,-4.0
2013,7,20,B6,ORD,-3.0,42.0,45.0
2013,6,27,B6,SJU,41.0,42.0,1.0
2013,7,4,B6,PBI,48.0,42.0,-6.0
2013,8,13,DL,MIA,37.0,42.0,5.0
2013,8,13,B6,MVY,44.0,42.0,-2.0
2013,8,20,EV,IAD,46.0,42.0,-4.0
2013,8,13,DL,SFO,36.0,42.0,6.0
2013,8,20,B6,SJU,47.0,42.0,-5.0
2013,7,4,9E,CLT,54.0,42.0,-12.0
2013,7,8,B6,ROC,57.0,42.0,-15.0
2013,6,17,DL,LAX,12.0,42.0,30.0
2013,8,6,9E,RDU,75.0,42.0,-33.0
2013,8,13,VX,LAX,-3.0,42.0,45.0
2013,8,9,US,CLT,29.0,42.0,13.0
2013,6,3,B6,DEN,41.0,42.0,1.0
2013,8,6,B6,MCO,66.0,42.0,-24.0
2013,6,25,B6,SFO,24.0,42.0,18.0
2013,6,3,MQ,RDU,-7.0,42.0,49.0
2013,6,13,B6,BTV,21.0,42.0,21.0
2013,6,11,B6,CLT,40.0,42.0,2.0
2013,7,10,UA,SFO,11.0,42.0,31.0
2013,6,29,B6,LAX,57.0,42.0,-15.0
2013,7,29,9E,BWI,19.0,42.0,23.0
2013,6,10,9E,MSY,49.0,42.0,-7.0
2013,8,7,AA,LAS,53.0,42.0,-11.0
2013,8,1,B6,AUS,33.0,42.0,9.0
2013,8,30,AA,MCO,62.0,42.0,-20.0
2013,6,13,AA,LAX,-4.0,42.0,46.0
2013,7,2,AA,SEA,29.0,42.0,13.0
2013,7,2,DL,PHX,27.0,42.0,15.0
2013,8,14,9E,RDU,0.0,42.0,42.0
2013,8,23,B6,FLL,15.0,42.0,27.0
2013,7,3,AA,SAN,47.0,42.0,-5.0
2013,7,23,AA,LAX,59.0,42.0,-17.0
2013,6,11,9E,IND,65.0,41.0,-24.0
2013,8,22,B6,TPA,13.0,41.0,28.0
2013,7,3,US,CLT,50.0,41.0,-9.0
2013,7,12,VX,LAS,46.0,41.0,-5.0
2013,7,20,B6,BUF,6.0,41.0,35.0
2013,7,3,AA,BOS,12.0,41.0,29.0
2013,6,19,9E,PIT,45.0,41.0,-4.0
2013,7,29,9E,MSP,51.0,41.0,-10.0
2013,7,21,B6,IAD,-1.0,41.0,42.0
2013,7,13,B6,LAX,17.0,41.0,24.0
2013,6,6,9E,ORD,31.0,41.0,10.0
2013,8,8,9E,BWI,33.0,41.0,8.0
2013,8,24,9E,BUF,69.0,41.0,-28.0
2013,8,22,B6,SJU,38.0,41.0,3.0
2013,6,14,US,CLT,44.0,41.0,-3.0
2013,8,10,B6,RSW,35.0,41.0,6.0
2013,6,30,DL,LAX,-4.0,41.0,45.0
2013,7,27,B6,ROC,45.0,41.0,-4.0
2013,6,2,MQ,PIT,49.0,41.0,-8.0
2013,6,20,DL,FLL,19.0,41.0,22.0
2013,6,6,B6,MCO,54.0,41.0,-13.0
2013,8,13,B6,JAX,45.0,41.0,-4.0
2013,8,8,UA,LAX,-4.0,41.0,45.0
2013,6,27,DL,BOS,43.0,41.0,-2.0
2013,7,17,B6,MCO,49.0,41.0,-8.0
2013,6,26,9E,DCA,4.0,41.0,37.0
2013,8,22,B6,SYR,53.0,41.0,-12.0
2013,6,28,DL,AUS,51.0,41.0,-10.0
2013,6,30,B6,SFO,0.0,41.0,41.0
2013,7,6,B6,SJU,43.0,41.0,-2.0
2013,8,9,DL,FLL,26.0,41.0,15.0
2013,6,3,B6,RSW,24.0,41.0,17.0
2013,7,24,B6,RSW,54.0,41.0,-13.0
2013,6,23,B6,SJU,19.0,41.0,22.0
2013,6,30,9E,CLT,-1.0,41.0,42.0
2013,7,9,DL,MIA,24.0,41.0,17.0
2013,7,24,B6,ROC,44.0,41.0,-3.0
2013,8,8,B6,HOU,40.0,41.0,1.0
2013,8,4,B6,SJU,22.0,41.0,19.0
2013,8,14,B6,SAN,4.0,41.0,37.0
2013,7,21,B6,PHX,27.0,41.0,14.0
2013,8,28,DL,SLC,-4.0,41.0,45.0
2013,6,16,9E,ORD,29.0,41.0,12.0
2013,8,11,UA,SFO,58.0,41.0,-17.0
2013,6,17,DL,AUS,11.0,41.0,30.0
2013,7,24,AA,TPA,27.0,41.0,14.0
2013,7,5,B6,PDX,51.0,41.0,-10.0
2013,7,1,B6,FLL,-2.0,41.0,43.0
2013,7,19,MQ,BWI,0.0,41.0,41.0
2013,6,29,B6,AUS,27.0,41.0,14.0
2013,8,1,B6,ROC,38.0,41.0,3.0
2013,7,28,DL,SEA,2.0,41.0,39.0
2013,7,13,US,CLT,-3.0,41.0,44.0
2013,8,7,AA,LAX,21.0,41.0,20.0
2013,7,5,AA,MCO,4.0,41.0,37.0
2013,6,7,DL,BOS,49.0,41.0,-8.0
2013,7,30,B6,PDX,12.0,41.0,29.0
2013,7,26,AA,MCO,24.0,41.0,17.0
2013,6,12,9E,CLE,26.0,41.0,15.0
2013,7,13,9E,BWI,6.0,41.0,35.0
2013,6,30,B6,PBI,22.0,41.0,19.0
2013,6,30,B6,LGB,15.0,41.0,26.0
2013,6,7,DL,LAX,59.0,41.0,-18.0
2013,7,19,B6,IAD,-4.0,41.0,45.0
2013,7,9,DL,SLC,12.0,41.0,29.0
2013,6,14,9E,DCA,74.0,41.0,-33.0
2013,7,9,DL,LAX,1.0,41.0,40.0
2013,8,16,B6,SMF,77.0,41.0,-36.0
2013,6,7,DL,PDX,18.0,41.0,23.0
2013,6,14,B6,BQN,-4.0,41.0,45.0
2013,7,23,9E,ORD,-1.0,41.0,42.0
2013,7,8,B6,RDU,54.0,41.0,-13.0
2013,7,20,B6,PBI,54.0,41.0,-13.0
